loan_id,customer_id,product_type,origination_date,principal_amount,interest_rate,term_months,risk_grade,current_balance,delinquency_bucket,status,months_on_book
1784,1402,Auto Loan,2023-12-18,34265.15,0.1099,72.0,A,20386.5,Current,Active,31
1785,1403,Mortgage,2025-01-08,505529.71,0.0704,180.0,E,371075.64,90+ DPD,Charged Off,18
1786,1403,Personal Loan,2025-07-09,21822.78,0.1531,24.0,C,10170.04,Current,Active,12
1787,1404,Auto Loan,2026-02-27,20761.66,0.0673,72.0,D,18663.64,Current,Active,5
1788,1404,Auto Loan,2022-04-22,13665.19,0.0531,72.0,C,3988.25,Current,Active,51
1789,1404,Credit Card,2022-01-10,10672.76,0.2182,,B,4801.41,Current,Active,54
1790,1405,Credit Card,2023-02-10,1485.38,0.2232,,A,813.26,Current,Active,41
1791,1406,Auto Loan,2024-12-28,36527.92,0.0734,60.0,B,25087.95,Current,Active,19
1792,1407,Personal Loan,2023-04-03,22653.03,0.1627,36.0,E,0.0,Current,Paid Off,39
1793,1408,Personal Loan,2024-01-26,19280.17,0.1395,36.0,C,3097.13,Current,Active,30
1794,1409,Personal Loan,2024-10-23,19344.22,0.1455,48.0,B,10617.46,Current,Active,21
1795,1409,Credit Card,2023-05-15,9986.9,0.1891,,A,8094.96,Current,Active,38
1796,1410,Auto Loan,2023-01-21,16946.94,0.0726,60.0,A,5336.46,Current,Active,42
1797,1412,Personal Loan,2026-02-17,7320.4,0.1407,24.0,A,5606.06,Current,Active,5
1798,1412,Personal Loan,2022-06-10,15554.68,0.1002,36.0,B,0.0,Current,Paid Off,49
1799,1413,Personal Loan,2023-05-07,5119.51,0.153,36.0,B,0.0,Current,Paid Off,38
1800,1414,Auto Loan,2026-04-27,21321.65,0.0916,48.0,D,19465.17,Current,Active,3
1801,1415,Personal Loan,2026-04-20,22919.04,0.1304,24.0,B,19318.54,Current,Active,3
1802,1416,Credit Card,2026-02-11,15813.26,0.2377,,B,13416.99,Current,Active,5
1803,1416,Personal Loan,2022-02-28,11245.33,0.1299,36.0,A,0.0,Current,Paid Off,53
1804,1417,Auto Loan,2023-01-05,40484.74,0.0796,48.0,D,38291.66,90+ DPD,Charged Off,42
1805,1417,Mortgage,2023-08-31,641875.1,0.0517,240.0,C,571470.41,Current,Active,35
1806,1418,Auto Loan,2025-01-07,34932.16,0.0964,72.0,A,25769.14,Current,Active,18
1807,1419,Credit Card,2022-11-30,3273.3,0.1632,,A,931.25,Current,Active,44
1808,1422,Auto Loan,2023-12-10,17812.07,0.0874,36.0,C,2279.06,Current,Active,31
1809,1422,Credit Card,2022-02-24,9448.78,0.2167,,B,2234.66,Current,Active,53
1810,1423,Auto Loan,2025-01-05,27656.63,0.0976,36.0,D,14390.71,60-89 DPD,Active,18
1811,1423,Credit Card,2022-09-22,12304.57,0.2046,,C,4864.35,90+ DPD,Charged Off,46
1812,1424,Personal Loan,2024-07-16,6315.94,0.166,24.0,B,0.0,Current,Paid Off,24
1813,1424,Credit Card,2024-11-17,7777.98,0.1843,,A,1978.1,Current,Active,20
1814,1425,Mortgage,2024-02-11,605613.93,0.0679,240.0,B,548324.96,Current,Active,29
1815,1425,Mortgage,2025-07-16,525849.67,0.0721,360.0,C,465528.01,Current,Active,12
1816,1425,Auto Loan,2022-08-17,12235.04,0.0862,48.0,B,579.07,Current,Active,47
1817,1426,Auto Loan,2024-03-04,23154.99,0.0514,48.0,C,9102.0,Current,Active,28
1818,1426,Credit Card,2025-05-28,6935.53,0.225,,D,4228.79,Current,Active,14
1819,1427,Personal Loan,2025-03-27,24105.27,0.1416,48.0,C,14834.7,Current,Active,16
1820,1427,Personal Loan,2025-04-16,11150.16,0.1786,36.0,A,6434.18,Current,Active,15
1821,1428,Mortgage,2023-07-16,159669.28,0.0741,240.0,C,133928.23,Current,Active,36
1822,1429,Auto Loan,2022-01-31,8205.52,0.1083,60.0,C,842.43,Current,Active,54
1823,1430,Mortgage,2022-10-30,186336.56,0.0617,360.0,D,138942.62,90+ DPD,Charged Off,45
1824,1431,Credit Card,2025-12-04,4851.06,0.2559,,B,3690.48,Current,Active,7
1825,1431,Auto Loan,2025-05-29,42480.16,0.0945,72.0,B,31181.82,Current,Active,14
1826,1432,Credit Card,2024-09-22,2372.3,0.2459,,A,559.44,Current,Active,22
1827,1433,Personal Loan,2025-07-21,22966.27,0.1304,24.0,A,10807.57,Current,Active,12
1828,1433,Credit Card,2023-09-20,13113.72,0.2008,,A,7486.07,Current,Active,34
1829,1434,Credit Card,2024-03-18,11163.02,0.1973,,A,7605.13,Current,Active,28
1830,1434,Auto Loan,2022-07-26,11751.01,0.0635,48.0,D,0.0,Current,Paid Off,48
1831,1435,Auto Loan,2024-04-20,12594.52,0.0663,72.0,B,7241.05,Current,Active,27
1832,1436,Credit Card,2024-09-18,15526.79,0.1831,,B,3343.29,30-59 DPD,Active,22
1833,1437,Personal Loan,2022-12-01,9712.39,0.0982,48.0,C,998.59,Current,Active,43
1834,1437,Auto Loan,2024-02-27,11545.54,0.0906,36.0,B,2104.66,Current,Active,29
1835,1437,Auto Loan,2023-03-07,33427.17,0.0802,72.0,C,15535.7,Current,Active,40
1836,1438,Personal Loan,2026-01-09,15920.76,0.1605,36.0,B,12074.78,Current,Active,6
1837,1438,Personal Loan,2023-02-18,19622.09,0.121,24.0,C,0.0,Current,Paid Off,41
1838,1439,Mortgage,2024-05-07,539398.36,0.0525,180.0,A,478864.64,Current,Active,26
1839,1440,Credit Card,2025-07-29,17409.56,0.2077,,C,14120.16,90+ DPD,Active,12
1840,1440,Personal Loan,2024-06-03,24696.31,0.1397,24.0,D,0.0,Current,Paid Off,25
1841,1441,Auto Loan,2024-10-20,24651.26,0.0561,60.0,C,15964.4,Current,Active,21
1842,1442,Credit Card,2022-11-12,17040.7,0.1679,,C,7417.72,Current,Active,44
1843,1442,Credit Card,2022-04-17,15831.09,0.2184,,C,6454.86,Current,Active,51
1844,1443,Credit Card,2025-09-20,14247.72,0.2132,,C,7859.34,90+ DPD,Charged Off,10
1845,1443,Auto Loan,2025-11-29,15682.54,0.0819,60.0,C,10226.06,90+ DPD,Charged Off,8
1846,1445,Personal Loan,2023-03-29,9995.8,0.1858,48.0,C,1549.75,Current,Active,40
1847,1446,Auto Loan,2023-10-23,35260.84,0.0752,36.0,B,3037.9,Current,Active,33
1848,1446,Credit Card,2022-06-13,12207.77,0.1606,,C,7877.14,Current,Active,49
1849,1447,Personal Loan,2024-11-08,6456.67,0.1338,36.0,B,2728.58,Current,Active,20
1850,1447,Auto Loan,2023-12-28,13962.5,0.0636,72.0,B,8277.36,Current,Active,31
1851,1448,Personal Loan,2024-02-14,9508.97,0.1662,36.0,C,8785.68,90+ DPD,Charged Off,29
1852,1449,Credit Card,2022-06-29,17659.28,0.182,,C,12091.72,Current,Active,49
1853,1450,Auto Loan,2025-05-18,18010.85,0.0864,60.0,B,14034.07,Current,Active,14
1854,1451,Mortgage,2025-04-03,345425.66,0.0644,180.0,B,304455.44,Current,Active,15
1855,1452,Credit Card,2025-09-26,4036.72,0.2016,,C,2352.23,Current,Active,10
1856,1452,Credit Card,2025-08-14,3278.14,0.2305,,C,1735.9,Current,Active,11
1857,1453,Credit Card,2023-08-14,8735.92,0.1867,,A,5578.38,Current,Active,35
1858,1454,Auto Loan,2022-07-16,19562.57,0.0854,60.0,B,3658.21,Current,Active,48
1859,1455,Auto Loan,2022-08-02,15270.77,0.1059,72.0,B,5248.51,60-89 DPD,Active,47
1860,1456,Personal Loan,2023-10-09,6787.63,0.0948,36.0,E,5346.93,90+ DPD,Charged Off,33
1861,1457,Mortgage,2024-11-24,380646.92,0.0522,180.0,D,334492.91,Current,Active,20
1862,1458,Credit Card,2025-03-05,7976.47,0.2453,,B,3216.12,Current,Active,16
1863,1458,Credit Card,2025-10-03,16226.66,0.2018,,B,1748.19,Current,Active,9
1864,1459,Credit Card,2025-11-09,12624.65,0.2598,,D,2878.99,Current,Active,8
1865,1460,Credit Card,2023-07-14,3138.07,0.2555,,D,1611.77,30-59 DPD,Active,36
1866,1461,Personal Loan,2024-08-08,5809.19,0.144,36.0,D,2017.37,30-59 DPD,Active,23
1867,1462,Personal Loan,2022-08-17,4782.49,0.1327,36.0,A,0.0,Current,Paid Off,47
1868,1463,Personal Loan,2022-02-06,19519.06,0.1551,48.0,B,0.0,Current,Paid Off,53
1869,1463,Mortgage,2026-05-22,174901.1,0.0708,240.0,B,167310.02,Current,Active,2
1870,1463,Credit Card,2025-09-19,19189.23,0.2555,,B,8405.14,Current,Active,10
1871,1464,Mortgage,2022-03-19,217654.49,0.0528,180.0,B,141532.6,Current,Active,52
1872,1465,Auto Loan,2025-10-30,17555.53,0.0731,48.0,C,13578.96,Current,Active,9
1873,1465,Auto Loan,2023-03-08,10814.57,0.0557,48.0,C,1693.35,Current,Active,40
1874,1466,Credit Card,2025-03-04,16144.08,0.2208,,B,2598.48,30-59 DPD,Active,16
1875,1467,Personal Loan,2025-09-19,24612.5,0.175,36.0,B,17046.14,Current,Active,10
1876,1467,Auto Loan,2022-07-24,25691.34,0.1036,72.0,A,8555.15,Current,Active,48
1877,1468,Credit Card,2022-06-01,12983.96,0.1876,,C,4074.42,Current,Active,49
1878,1468,Personal Loan,2022-06-12,3113.28,0.1683,48.0,C,0.0,Current,Paid Off,49
1879,1469,Credit Card,2023-11-27,15872.58,0.2241,,B,10588.95,Current,Active,32
1880,1469,Personal Loan,2026-01-25,12249.03,0.1618,36.0,A,10465.35,Current,Active,6
1881,1470,Credit Card,2023-02-09,12518.45,0.2515,,D,6127.46,90+ DPD,Charged Off,41
1882,1471,Personal Loan,2025-03-09,7318.91,0.1423,48.0,B,4681.7,Current,Active,16
1883,1472,Personal Loan,2025-02-15,24988.58,0.1442,36.0,B,12228.61,Current,Active,17
1884,1472,Mortgage,2023-06-13,135684.61,0.0598,360.0,C,117837.03,Current,Active,37
1885,1472,Mortgage,2025-11-29,409801.22,0.0604,360.0,A,396277.47,Current,Active,8
1886,1473,Auto Loan,2023-10-04,21225.87,0.0785,36.0,C,1780.23,Current,Active,33
1887,1475,Personal Loan,2024-09-04,24707.27,0.1519,36.0,D,13577.67,90+ DPD,Charged Off,22
1888,1476,Credit Card,2023-09-05,19704.2,0.1969,,A,14328.4,90+ DPD,Charged Off,34
1889,1477,Personal Loan,2023-02-03,14692.39,0.1894,24.0,A,0.0,Current,Paid Off,41
1890,1478,Auto Loan,2022-02-05,32750.89,0.0765,60.0,A,3759.54,Current,Active,53
1891,1478,Auto Loan,2023-01-26,16441.75,0.075,60.0,B,5094.72,Current,Active,42
1892,1479,Personal Loan,2023-10-21,9062.81,0.0961,48.0,B,2621.06,Current,Active,33
1893,1480,Credit Card,2026-01-08,7849.23,0.2574,,B,4157.89,30-59 DPD,Active,6
1894,1482,Auto Loan,2024-12-28,40982.65,0.0756,36.0,B,18879.98,Current,Active,19
1895,1482,Credit Card,2024-03-16,12717.39,0.2126,,B,1938.83,Current,Active,28
1896,1482,Personal Loan,2025-03-19,9120.59,0.1775,24.0,C,2997.58,Current,Active,16
1897,1483,Credit Card,2022-09-10,14743.64,0.2272,,B,11209.43,Current,Active,46
1898,1483,Credit Card,2025-04-26,10247.37,0.1931,,B,8355.29,Current,Active,15
1899,1483,Auto Loan,2024-06-22,9379.75,0.0852,60.0,B,5347.62,Current,Active,25
1900,1484,Personal Loan,2025-05-31,11244.65,0.1018,24.0,B,4247.03,Current,Active,14
1901,1485,Auto Loan,2023-05-07,40790.75,0.0781,36.0,A,0.0,Current,Paid Off,38
1902,1486,Mortgage,2022-04-03,263652.47,0.0687,240.0,C,199780.44,Current,Active,51
1903,1488,Credit Card,2024-03-11,4469.8,0.2576,,C,2981.21,Current,Active,28
1904,1488,Auto Loan,2025-04-04,29650.33,0.0505,60.0,B,22373.02,Current,Active,15
1905,1489,Mortgage,2025-04-20,448234.2,0.0528,180.0,B,377678.23,Current,Active,15
1906,1489,Credit Card,2025-08-10,3420.2,0.2159,,B,1512.3,Current,Active,11
1907,1490,Auto Loan,2023-08-16,8628.0,0.0736,36.0,A,399.43,Current,Active,35
1908,1491,Personal Loan,2024-10-02,16642.52,0.108,24.0,C,2000.67,Current,Active,21
1909,1492,Credit Card,2022-01-14,15160.08,0.2479,,A,3377.35,Current,Active,54
1910,1492,Auto Loan,2025-07-05,19062.49,0.0677,72.0,A,15758.77,Current,Active,12
1911,1493,Personal Loan,2025-03-14,17381.99,0.0952,24.0,B,5709.71,Current,Active,16
1912,1494,Mortgage,2023-06-23,205619.7,0.0499,360.0,C,174787.4,Current,Active,37
1913,1494,Personal Loan,2023-09-30,22916.96,0.1574,24.0,B,0.0,Current,Paid Off,34
1914,1495,Credit Card,2022-10-30,13763.66,0.2336,,C,6862.65,Current,Active,45
1915,1495,Personal Loan,2025-03-20,4861.06,0.1892,24.0,C,2985.26,90+ DPD,Charged Off,16
1916,1495,Credit Card,2025-08-09,9351.86,0.2395,,A,5845.13,Current,Active,11
1917,1496,Personal Loan,2023-11-20,13567.69,0.1087,24.0,A,0.0,Current,Paid Off,32
1918,1497,Credit Card,2024-11-15,6629.09,0.1682,,A,2334.92,Current,Active,20
1919,1497,Credit Card,2025-07-24,10082.63,0.2036,,A,4936.96,Current,Active,12
1920,1498,Personal Loan,2025-07-23,16203.34,0.1294,24.0,A,7796.25,Current,Active,12
1921,1498,Credit Card,2025-02-25,16924.89,0.1657,,A,6445.76,Current,Active,17
1922,1499,Auto Loan,2025-01-15,30516.64,0.0614,48.0,A,19382.32,Current,Active,18
1923,1500,Credit Card,2026-04-04,17045.41,0.2558,,D,11357.46,Current,Active,3
1924,1500,Mortgage,2022-04-26,501618.0,0.0528,360.0,E,320074.57,90+ DPD,Charged Off,51
1925,1501,Personal Loan,2023-01-15,9641.02,0.1707,24.0,A,0.0,Current,Paid Off,42
1926,1501,Auto Loan,2022-02-17,32927.05,0.1005,48.0,A,0.0,Current,Paid Off,53
1927,1502,Personal Loan,2024-05-06,8001.46,0.1106,24.0,A,0.0,Current,Paid Off,26
1928,1502,Personal Loan,2024-08-03,15092.48,0.1417,36.0,D,4907.26,90+ DPD,Active,23
1929,1503,Personal Loan,2024-07-05,6234.56,0.161,48.0,B,2996.93,Current,Active,24
1930,1504,Mortgage,2024-01-10,325180.97,0.0504,180.0,A,259136.06,Current,Active,30
1931,1505,Mortgage,2022-07-19,146289.43,0.0458,180.0,B,97870.96,Current,Active,48
1932,1505,Credit Card,2024-02-25,7663.89,0.246,,A,1235.8,Current,Active,29
1933,1506,Credit Card,2023-07-09,4478.17,0.2097,,A,3366.19,Current,Active,36
1934,1507,Mortgage,2025-01-29,243026.17,0.0636,360.0,B,238419.45,Current,Active,18
1935,1507,Auto Loan,2022-02-26,27696.62,0.0869,72.0,D,25891.1,90+ DPD,Charged Off,53
1936,1508,Auto Loan,2025-10-05,11248.42,0.097,36.0,A,8355.86,Current,Active,9
1937,1508,Auto Loan,2026-05-10,37522.41,0.1076,36.0,C,32325.8,90+ DPD,Active,2
1938,1509,Personal Loan,2022-06-11,20158.5,0.156,36.0,E,0.0,Current,Paid Off,49
1939,1509,Auto Loan,2024-04-30,44316.64,0.0784,72.0,C,28632.62,Current,Active,27
1940,1509,Credit Card,2022-03-22,14073.65,0.2002,,C,4164.97,Current,Active,52
1941,1510,Auto Loan,2023-07-02,18752.78,0.0663,60.0,D,7426.42,Current,Active,36
1942,1511,Auto Loan,2024-01-22,43722.34,0.0967,60.0,B,19939.04,Current,Active,30
1943,1511,Personal Loan,2024-12-18,18096.75,0.1037,36.0,A,8575.43,Current,Active,19
1944,1511,Personal Loan,2022-05-14,16127.94,0.1569,48.0,A,0.0,Current,Paid Off,50
1945,1512,Credit Card,2022-07-23,4988.98,0.2501,,B,2209.58,Current,Active,48
1946,1513,Credit Card,2025-04-09,12612.45,0.1938,,A,10162.95,Current,Active,15
1947,1514,Credit Card,2022-12-27,7927.6,0.2387,,B,6124.98,Current,Active,43
1948,1516,Auto Loan,2025-07-29,13355.72,0.0949,36.0,E,9089.76,90+ DPD,Active,12
1949,1517,Credit Card,2024-10-13,13412.88,0.188,,A,9473.19,Current,Active,21
1950,1518,Mortgage,2026-03-17,169006.96,0.0668,180.0,A,168090.15,Current,Active,4
1951,1519,Auto Loan,2024-10-17,9878.67,0.0784,72.0,C,6468.19,Current,Active,21
1952,1520,Credit Card,2023-07-29,15606.42,0.1665,,D,4477.73,Current,Active,36
1953,1520,Personal Loan,2024-01-19,5666.6,0.1612,36.0,B,881.32,Current,Active,30
1954,1520,Credit Card,2026-02-08,13593.65,0.1806,,C,3625.12,Current,Active,5
1955,1521,Auto Loan,2023-11-01,28967.12,0.105,36.0,A,3255.12,Current,Active,32
1956,1521,Mortgage,2025-10-25,165651.78,0.0621,360.0,A,159686.64,Current,Active,9
1957,1521,Credit Card,2023-02-16,7840.57,0.2428,,C,6633.22,Current,Active,41
1958,1522,Credit Card,2023-04-22,14842.01,0.1861,,B,2112.11,Current,Active,39
1959,1522,Personal Loan,2023-09-11,20041.16,0.1575,36.0,C,1140.76,Current,Active,34
1960,1522,Mortgage,2023-09-12,147407.35,0.0688,240.0,B,118279.44,Current,Active,34
1961,1523,Auto Loan,2023-02-13,44013.29,0.0978,36.0,B,0.0,Current,Paid Off,41
1962,1523,Personal Loan,2025-04-20,21907.36,0.1208,24.0,C,8024.69,Current,Active,15
1963,1524,Auto Loan,2025-02-25,38071.07,0.101,72.0,A,29578.1,Current,Active,17
1964,1525,Mortgage,2023-03-12,544710.66,0.062,360.0,C,474303.62,Current,Active,40
1965,1525,Personal Loan,2023-05-10,13700.16,0.1671,24.0,A,0.0,Current,Paid Off,38
1966,1525,Personal Loan,2024-04-16,8603.69,0.1662,48.0,A,3651.11,Current,Active,27
1967,1526,Credit Card,2022-10-17,6392.48,0.1622,,C,977.68,Current,Active,45
1968,1526,Credit Card,2024-01-06,19448.97,0.2465,,C,14279.86,Current,Active,30
1969,1526,Personal Loan,2023-12-07,9766.83,0.1525,24.0,A,0.0,Current,Paid Off,31
1970,1527,Mortgage,2025-07-13,240275.72,0.0732,360.0,C,209387.71,Current,Active,12
1971,1528,Credit Card,2023-09-21,17029.68,0.1749,,A,13725.03,Current,Active,34
1972,1528,Mortgage,2024-07-02,525980.21,0.0505,360.0,A,480304.56,Current,Active,24
1973,1529,Auto Loan,2024-08-01,34374.78,0.0593,72.0,B,29399.28,90+ DPD,Charged Off,23
1974,1530,Credit Card,2025-06-23,17144.45,0.2291,,A,11879.25,Current,Active,13
1975,1530,Mortgage,2023-03-27,354811.91,0.0714,180.0,D,262105.09,Current,Active,40
1976,1531,Auto Loan,2022-04-11,38429.51,0.0556,72.0,B,10384.59,Current,Active,51
1977,1531,Mortgage,2025-08-15,643207.13,0.0717,240.0,B,583468.15,Current,Active,11
1978,1531,Mortgage,2026-05-27,483553.8,0.071,180.0,D,314793.14,90+ DPD,Charged Off,2
1979,1532,Credit Card,2023-02-19,11765.73,0.1658,,D,7854.38,90+ DPD,Charged Off,41
1980,1533,Auto Loan,2022-02-14,38749.01,0.0998,48.0,C,0.0,Current,Paid Off,53
1981,1533,Personal Loan,2025-05-26,4029.73,0.1439,24.0,B,1648.56,Current,Active,14
1982,1533,Personal Loan,2025-11-25,8312.66,0.1389,48.0,A,6514.23,Current,Active,8
1983,1535,Mortgage,2022-08-05,447423.52,0.0539,240.0,C,367584.38,Current,Active,47
1984,1535,Credit Card,2022-07-06,16663.5,0.2362,,C,3499.37,Current,Active,48
1985,1536,Auto Loan,2024-05-13,35598.6,0.0816,72.0,C,22312.42,90+ DPD,Charged Off,26
1986,1537,Personal Loan,2026-01-10,15113.48,0.1016,24.0,A,10754.84,Current,Active,6
1987,1538,Auto Loan,2023-07-14,42613.36,0.0824,72.0,C,19719.82,Current,Active,36
1988,1538,Personal Loan,2023-02-09,22483.98,0.1523,36.0,D,0.0,Current,Paid Off,41
1989,1539,Credit Card,2026-04-08,4961.85,0.2124,,A,3523.34,Current,Active,3
1990,1540,Credit Card,2025-10-03,12360.1,0.2506,,C,9200.25,Current,Active,9
1991,1540,Credit Card,2026-05-23,12206.09,0.2438,,B,3161.89,Current,Active,2
1992,1541,Auto Loan,2022-10-25,14172.03,0.0543,60.0,B,12875.55,90+ DPD,Charged Off,45
1993,1542,Credit Card,2024-08-05,19978.16,0.2101,,B,12699.87,Current,Active,23
1994,1544,Personal Loan,2024-10-28,14713.58,0.1154,48.0,D,11157.88,90+ DPD,Charged Off,21
1995,1545,Auto Loan,2024-11-03,12375.66,0.0536,48.0,E,7284.37,30-59 DPD,Active,20
1996,1546,Personal Loan,2024-09-07,8552.68,0.1158,48.0,C,4576.41,Current,Active,22
1997,1546,Auto Loan,2023-07-20,43705.33,0.1049,36.0,E,0.0,Current,Paid Off,36
1998,1547,Auto Loan,2025-12-11,37634.64,0.0873,72.0,C,33101.21,Current,Active,7
1999,1548,Auto Loan,2022-08-21,31954.99,0.0584,36.0,B,0.0,Current,Paid Off,47
2000,1549,Auto Loan,2025-10-31,41131.62,0.0785,60.0,A,34628.72,Current,Active,9
2001,1549,Personal Loan,2023-12-14,17135.86,0.1659,24.0,A,0.0,Current,Paid Off,31
2002,1551,Auto Loan,2023-02-06,25614.13,0.094,60.0,B,7636.11,60-89 DPD,Active,41
2003,1551,Auto Loan,2022-01-07,8123.33,0.064,36.0,C,0.0,Current,Paid Off,54
2004,1552,Credit Card,2026-02-17,10813.85,0.2213,,B,2767.4,30-59 DPD,Active,5
2005,1552,Personal Loan,2022-06-19,15054.35,0.1768,24.0,B,0.0,Current,Paid Off,49
2006,1553,Credit Card,2023-07-26,7296.17,0.1777,,C,6818.14,90+ DPD,Charged Off,36
2007,1554,Personal Loan,2023-01-18,23989.8,0.1216,48.0,D,2844.73,Current,Active,42
2008,1555,Credit Card,2024-12-26,7429.8,0.2329,,D,3235.55,90+ DPD,Charged Off,19
2009,1556,Auto Loan,2024-09-15,14435.7,0.0982,72.0,B,9340.15,Current,Active,22
2010,1556,Mortgage,2024-07-06,556932.9,0.0639,180.0,B,485218.38,Current,Active,24
2011,1557,Personal Loan,2022-10-14,24706.46,0.1247,36.0,B,0.0,Current,Paid Off,45
2012,1558,Auto Loan,2022-02-26,16716.66,0.0965,60.0,A,1817.41,Current,Active,53
2013,1559,Mortgage,2023-06-25,487388.57,0.0641,180.0,C,249447.38,90+ DPD,Charged Off,37
2014,1560,Personal Loan,2022-05-24,3807.61,0.1377,24.0,A,0.0,Current,Paid Off,50
2015,1561,Credit Card,2023-07-21,19467.12,0.179,,C,8989.13,Current,Active,36
2016,1561,Personal Loan,2024-04-23,24366.61,0.1148,48.0,C,10050.79,90+ DPD,Charged Off,27
2017,1562,Auto Loan,2023-12-04,39822.88,0.0977,48.0,A,14751.11,Current,Active,31
2018,1562,Credit Card,2026-02-05,7531.29,0.2554,,A,4361.88,Current,Active,5
2019,1563,Personal Loan,2026-01-20,21628.85,0.1818,36.0,C,17108.64,Current,Active,6
2020,1564,Credit Card,2025-06-18,10104.94,0.2466,,A,1279.9,Current,Active,13
2021,1565,Mortgage,2023-03-05,399982.76,0.0657,180.0,E,338042.29,90+ DPD,Charged Off,40
2022,1567,Auto Loan,2023-10-11,21268.61,0.0941,72.0,B,10545.38,Current,Active,33
2023,1568,Auto Loan,2026-05-26,10722.36,0.0773,72.0,A,9640.77,Current,Active,2
2024,1569,Auto Loan,2023-03-01,12140.19,0.0657,72.0,B,5298.64,Current,Active,40
2025,1570,Credit Card,2022-04-06,12808.64,0.2372,,A,4429.8,Current,Active,51
2026,1572,Mortgage,2026-01-28,626604.86,0.0723,240.0,B,619292.55,Current,Active,6
2027,1573,Auto Loan,2023-09-16,29684.28,0.0668,48.0,B,8057.32,Current,Active,34
2028,1573,Auto Loan,2024-12-24,27461.42,0.0514,60.0,C,16489.33,90+ DPD,Charged Off,19
2029,1574,Credit Card,2024-12-14,15725.79,0.242,,C,10409.89,Current,Active,19
2030,1575,Credit Card,2025-11-20,5881.58,0.2384,,A,4857.26,30-59 DPD,Active,8
2031,1575,Auto Loan,2025-12-30,22735.12,0.0516,36.0,A,17513.97,Current,Active,7
2032,1577,Personal Loan,2022-04-28,8397.78,0.1138,24.0,C,0.0,Current,Paid Off,51
2033,1579,Credit Card,2023-10-03,13856.15,0.1613,,D,5700.75,Current,Active,33
2034,1579,Credit Card,2023-11-30,13761.92,0.2424,,C,7233.65,30-59 DPD,Active,32
2035,1580,Mortgage,2023-08-23,149792.31,0.0623,360.0,B,139660.14,Current,Active,35
2036,1581,Credit Card,2023-11-04,11952.48,0.2448,,A,8535.99,Current,Active,32
2037,1582,Personal Loan,2022-01-24,20077.49,0.1526,48.0,B,0.0,Current,Paid Off,54
2038,1582,Auto Loan,2023-07-16,15229.39,0.1017,36.0,B,0.0,Current,Paid Off,36
2039,1583,Credit Card,2025-08-07,2585.99,0.2149,,A,2007.28,Current,Active,11
2040,1584,Auto Loan,2023-10-01,37780.83,0.0656,36.0,C,2939.5,Current,Active,33
2041,1585,Personal Loan,2022-01-24,21579.56,0.1582,48.0,B,0.0,Current,Paid Off,54
2042,1585,Auto Loan,2024-04-26,40015.71,0.0977,60.0,D,21312.39,30-59 DPD,Active,27
2043,1586,Auto Loan,2022-11-17,13437.23,0.0631,48.0,B,1125.04,Current,Active,44
2044,1587,Credit Card,2022-06-14,16183.84,0.2348,,C,4427.65,Current,Active,49
2045,1588,Credit Card,2025-02-25,5694.36,0.2091,,B,743.81,Current,Active,17
2046,1589,Credit Card,2023-10-30,11215.37,0.1685,,C,2342.34,Current,Active,33
2047,1591,Mortgage,2026-03-06,402506.59,0.0598,180.0,B,364966.43,Current,Active,4
2048,1591,Credit Card,2023-02-20,2037.71,0.1743,,A,409.81,Current,Active,41
2049,1593,Credit Card,2022-10-22,19065.79,0.1727,,D,2342.33,Current,Active,45
2050,1594,Mortgage,2023-06-20,234320.72,0.0616,240.0,C,199150.07,Current,Active,37
2051,1594,Personal Loan,2022-05-02,7072.21,0.1182,48.0,A,0.0,Current,Paid Off,50
2052,1595,Personal Loan,2022-10-29,4937.06,0.1684,36.0,B,0.0,Current,Paid Off,45
2053,1595,Personal Loan,2025-06-18,10525.1,0.147,24.0,C,4845.35,Current,Active,13
2054,1596,Auto Loan,2024-03-06,38622.72,0.08,48.0,D,15298.94,Current,Active,28
2055,1596,Personal Loan,2022-07-27,7781.51,0.1573,24.0,B,0.0,Current,Paid Off,48
2056,1596,Personal Loan,2024-08-22,6089.13,0.1327,24.0,B,308.96,Current,Active,23
2057,1597,Credit Card,2022-01-02,19826.96,0.2261,,D,10505.82,60-89 DPD,Active,54
